Rank,Player,Team,Position(s),ADP,Min Pick,Max Pick,Difference,# Picks,Team,Team Pick
861,"Lovelady, Richard",KC,P,600.67,547,547,,1,,
862,"Font, Wilmer",TB,P,600.67,548,548,,1,,
863,"Murphy, J.R.",ARZ,C,600.68,565,585,,2,,
864,"Nicholas, Brett",COL,C,600.68,549,549,,1,,
865,"Greene, Hunter",CIN,P,600.69,551,551,,1,,
866,"Revere, Ben",CIN,OF,600.7,552,552,,1,,
867,"Turnbull, Spencer",DET,P,600.72,572,584,,2,,
868,"Andriese, Matt",ARZ,P,600.73,558,558,,1,,
869,"Sierra, Magneuris",MIA,OF,600.73,558,558,,1,,
870,"Cessa, Luis",NYY,P,600.73,558,558,,1,,
871,"Alvarez, Jose",PHI,P,600.73,557,557,,1,,
872,"Irvin, Cole",PHI,P,600.73,576,583,,2,,
873,"Winkler, Dan",ATL,P,600.75,569,593,,2,,
874,"Haase, Eric",CLE,C,600.75,560,560,,1,,
875,"Johnson, Brian",BOS,P,600.75,561,561,,1,,
876,"Taveras, Leody",TEX,OF,600.76,575,588,,2,,
877,"Hembree, Heath",BOS,P,600.76,562,562,,1,,
878,"Liriano, Francisco",DET,P,600.76,562,562,,1,,
879,"Wright, Steven",BOS,P,600.77,579,585,,2,,
880,"Bautista, Jose",PHI,"OF, 3B",600.77,563,563,,1,,
881,"Joseph, Caleb",ARZ,C,600.78,577,590,,2,,
882,"Cooper, Garrett",MIA,OF,600.8,577,592,,2,,
883,"Pagan, Emilio",TB,P,600.81,573,598,,2,,
884,"Gimenez, Andres",NYM,SS,600.81,571,571,,1,,
885,"Gaviglio, Sam",TOR,P,600.82,572,572,,1,,
886,"Urena, Richard",TOR,SS,600.82,572,572,,1,,
887,"Nottingham, Jacob",MLW,C,600.82,582,591,,2,,
888,"Warren, Adam",SD,P,600.83,573,573,,1,,
889,"Buchter, Ryan",OAK,P,600.83,574,574,,1,,
890,"Meyer, Alex",LAA,P,600.85,576,576,,1,,
891,"Santillan, Tony",CIN,P,600.85,576,576,,1,,
892,"Feliz, Neftali",ARZ,P,600.85,577,577,,1,,
893,"Covey, Dylan",CWS,P,600.86,578,578,,1,,
894,"Thorpe, Lewis",MIN,P,600.86,578,578,,1,,
895,"Allen, Austin",SD,C,600.86,579,579,,1,,
896,"Baez, Michael",SD,P,600.86,579,579,,1,,
897,"Morejon, Adrian",SD,P,600.86,578,578,,1,,
898,"Arano, Victor",PHI,P,600.87,581,600,,2,,
899,"Bart, Joey",SF,C,600.87,580,580,,1,,
900,"Tucker, Cole",PIT,SS,600.88,583,600,,2,,
901,"Sandoval, Pablo",SF,"3B, 1B",600.88,581,581,,1,,
902,"Fields, Josh",LAD,P,600.88,591,591,,2,,
903,"Torreyes, Ronald",MIN,2B,600.9,584,584,,1,,
904,"Miller, Justin",WAS,P,600.9,596,598,,4,,
905,"Hamilton, Ian",CWS,P,600.91,586,586,,1,,
906,"Forsythe, Logan",MIN,2B,600.91,586,586,,1,,
907,"De Los Santos, Enyel",PHI,P,600.92,588,588,,1,,
908,"Velazquez, Hector",BOS,P,600.92,588,588,,1,,
909,"Castro, Miguel",BAL,P,600.92,589,600,,2,,
910,"Feltman, Durbin",BOS,P,600.94,595,597,,2,,
911,"Triggs, Andrew",OAK,P,600.94,591,591,,1,,
912,"Alexander, Scott",LAD,P,600.95,593,593,,1,,
913,"Rickard, Joey",BAL,OF,600.95,593,593,,1,,
914,"Bassitt, Chris",OAK,P,600.96,595,595,,1,,
915,"Venters, Jonny",ATL,P,600.96,595,595,,1,,
916,"Tomlin, Josh",CLE,P,600.96,595,595,,1,,
917,"Suter, Brent",MLW,P,600.97,596,596,,1,,
918,"De-La-Rosa, Rubby",ARZ,P,600.97,596,596,,1,,
919,"Haseley, Adam",PHI,OF,600.98,597,597,,1,,
920,"Joyce, Matt",OAK,OF,600.98,598,598,,1,,
921,"Trevino, Jose",TEX,C,600.98,598,598,,1,,
922,"Wilson, Alex",DET,P,600.98,597,597,,1,,
923,"Granite, Zack",TEX,OF,600.98,597,597,,1,,
924,"Bradley, Bobby",CLE,1B,600.99,600,600,,1,,
925,"Sherfy, Jimmie",ARZ,P,600.99,600,600,,1,,
926,"Ellsbury, Jacoby",NYY,OF,600.99,599,599,,1,,
927,"Ramirez, Neil",CLE,P,600.99,599,599,,1,,
928,"Blandino, Alex",CIN,2B,600.99,599,599,,1,,
929,"Liriano, Rymer",LAA,OF,600.99,599,599,,1,,
