name,status,age,team,pos,,,,,,,,,,,,,
Santiago Casilla,,36,OAK,RP,48,371,29,0.99985398,,428,,,,,,,
Jaime Garcia,,30,ATL,SP,62,372,29,1,,183,-2.351348282,0.781982824,-0.143596058,-0.483225038,-0.403947081,-0.45734578,-0.863234325
Howie Kendrick,,33,PHI,OF,109,373,29,1,,428,,,,,,,
Andrew Toles,,24,LAD,OF,83,373,29,1,,384,-7.518809874,-4.22197106,-0.214786751,-2.556134838,-2.693511321,-2.872475576,0.818098611
Joaquin Benoit,,39,PHI,RP,43,375,29,1,,428,,,,,,,
Jayson Werth,,37,WAS,OF,65,376,29,1,,295,-4.434695565,-1.137856751,-1.269634061,-0.616372753,-1.022032853,-0.868090017,-0.658565881
Jurickson Profar,,24,TEX,OF,87,377,30,1,,395,-8.004920021,-4.708081207,-0.929840982,-1.786431787,-2.370035526,-2.387009327,-0.5316024
Steven Souza,,27,TB,OF,123,378,30,1,,428,,,,,,,
Ryan Zimmerman,,32,WAS,1B,25,378,30,1,,357,-6.155927637,-3.45913236,-1.079169554,-0.812835973,-2.030888965,-1.444852489,-0.788180655
Wei-Yin Chen,,31,MIA,SP,49,380,30,1,280,146,-1.252223698,1.881107408,0.381213698,-0.483225038,-0.15630684,-0.985660447,-0.00824507
Jhonny Peralta,,34,STL,3B,41,381,30,1,,428,,,,,,,
Chris Herrmann,,29,ARI,C,33,382,30,0.999999969,,428,,,,,,,
Ben Revere,,28,LAA,OF,120,383,30,1,,428,,,,,,,
Lucas Duda,,31,NYM,1B,23,384,30,1,,353,-5.958665014,-3.261869737,-1.391876806,-1.107692411,-1.453918971,-1.092639492,-0.912537335
Jeremy Jeffress,,29,TEX,RP,63,385,30,0.999999946,,428,,,,,,,
Jose De Leon,,24,TB,RP,52,386,30,1,,428,,,,,,,
Scott Kazmir,,33,LAD,SP,141,387,30,0.999999978,,428,,,,,,,
Michael Saunders,,30,PHI,OF,75,387,30,1,,340,-5.604901503,-2.308062689,-1.146204666,-0.497136276,-1.504414616,-1.719216893,-0.737929053
Zack Wheeler,Injury,26,NYM,SP,165,389,30,0.999999998,,428,,,,,,,
Yunel Escobar,,34,LAA,3B,29,390,31,1,,339,-5.584892769,-2.264341852,0.489487684,-1.838149362,-1.455967911,-1.87060758,-0.909655602
Jorge Polanco,,23,MIN,SS,19,391,31,1,,326,-5.18849538,-1.559800624,-0.078252013,-1.684358412,-1.760812375,-1.729925871,0.064853291
Brad Brach,,30,BAL,RP,45,392,31,0.999999795,,428,,,,,,,
Adonis Garcia,,31,ATL,3B,24,393,31,0.999999909,,323,-5.148421784,-1.827870867,-0.255509569,-1.046934075,-1.972982988,-1.237924454,-0.635070697
CC Sabathia,,36,NYY,SP,104,394,31,1,,318,-5.014666924,-1.881335818,-0.179851266,-0.483225038,-0.334285399,-2.129380605,-1.887924616
Blake Treinen,,28,WAS,RP,36,395,31,0.999992905,,296,-4.487111033,-1.167841636,-1.527104491,-0.230650064,-1.717693704,-0.12644408,-0.885218694
Daniel Hudson,,30,PIT,RP,61,396,31,0.999999893,,428,,,,,,,
Tyler Chatwood,,27,COL,SP,128,397,31,0.999999596,,428,,,,,,,
Ryan Schimpf,,29,SD,2B,28,398,31,0.999999999,,319,-5.066170361,-1.619073017,-2.495831368,0.139031281,-1.089053363,-0.73262688,-0.887690031
Arodys Vizcaino,,26,ATL,RP,88,399,31,1,,428,,,,,,,
Luke Gregerson,,32,HOU,RP,28,400,31,0.999995672,,237,-3.43990913,-0.120639733,-1.557937995,0.274499886,-1.64254345,-0.440117914,-0.073809657
Steve Pearce,,33,TOR,1B,24,401,31,1,,355,-6.123833461,-3.427038183,-0.434458389,-0.739364335,-2.141860821,-1.915573677,-0.89257624
Tyler Saladino,,27,CHW,2B,39,402,31,0.999999893,,428,,,,,,,
Trevor Plouffe,,30,OAK,3B,42,403,32,0.999999873,,428,,,,,,,
Edinson Volquez,,33,MIA,SP,164,404,32,1,,428,,,,,,,
Marwin Gonzalez,,28,HOU,SS,29,405,32,1,,405,-8.60479792,-4.976103163,-0.66569644,-1.839162127,-2.894113048,-2.804827501,-0.400998803
Ryan Dull,,27,OAK,RP,54,406,32,0.999999999,,428,,,,,,,
Ricky Nolasco,,34,LAA,SP,77,407,32,0.999999978,,229,-3.198417888,-0.065086782,0.244025549,-0.483225038,-0.216773192,-1.711247483,-1.031197722
Matt Adams,,28,STL,1B,32,,,,,428,,,,,,,
Ozzie Albies,,20,ATL,SS,31,,,,,428,,,,,,,
Jorge Alfaro,,23,PHI,C,31,,,,,428,,,,,,,
Anthony Alford,,22,TOR,OF,94,,,,,428,,,,,,,
Abraham Almonte,,27,CLE,OF,93,,,,,419,-10.11972155,-6.82288274,-0.621399376,-2.556134838,-3.437866265,-3.321999735,-0.182321339
Albert Almora,,22,CHC,OF,88,,,,,396,-8.120724639,-4.823885824,-0.374444493,-2.284551883,-2.721459705,-2.45197852,-0.288290037
Yonder Alonso,,29,OAK,1B,29,,,,,378,-7.289876094,-4.593080816,-0.339580643,-1.792164096,-2.341764387,-2.182787085,-0.633579881
Aaron Altherr,,26,PHI,OF,95,,,,,428,,,,,,,
Pedro Alvarez,,30,BAL,DH,16,,,,,428,,,,,,,
Norichika Aoki,,35,HOU,OF,96,,,,,428,,,,,,,
Pedro Baez,,29,LAD,RP,39,,,,,428,,,,,,,
Andrew Bailey,,32,LAA,RP,40,,,,,428,,,,,,,
Homer Bailey,,30,CIN,SP,109,,,,,329,-5.340784951,-2.207453845,-1.038350454,-0.483225038,-1.090947984,-1.572580251,-1.155681223
Jett Bandy,,27,MIL,C,26,,,,,422,-10.66083774,-3.062835661,-1.281268546,-1.696038734,-3.764659738,-3.073972339,-0.844898389
Tucker Barnhart,,26,CIN,C,27,,,,,424,-11.1574168,-3.559414715,-0.794148977,-2.270197396,-3.814109492,-3.339511362,-0.939449571
Franklin Barreto,,21,OAK,SS,32,,,,,428,,,,,,,
Jake Barrett,,25,ARI,RP,42,,,,,428,,,,,,,
Cody Bellinger,,21,LAD,1B,33,,,,,428,,,,,,,
Jose Berrios,,22,MIN,SP,111,,,,,341,-5.607260587,-2.473929481,-0.655925405,-0.483225038,-0.55783491,-2.023699962,-1.886575271
Chad Bettis,,27,COL,SP,122,,,,,428,,,,,,,
Brad Boxberger,,28,TB,RP,44,,,,,428,,,,,,,
Matt Boyd,,26,DET,SP,110,,,,,338,-5.558441907,-2.425110801,-0.621715947,-0.483225038,-1.07887498,-2.316891615,-1.057734326
Archie Bradley,,24,ARI,SP,123,,,,,428,,,,,,,
Lewis Brinson,,22,MIL,OF,97,,,,,428,,,,,,,
Ryan Buchter,,30,SD,RP,46,,,,,428,,,,,,,
Billy Burns,,27,KC,OF,91,,,,,412,-9.431970729,-6.135131915,-0.472257366,-2.766603841,-3.5289471,-3.547482623,0.883320201
Mauricio Cabrera,,23,ATL,SP,124,,,,,428,,,,,,,
Andrew Cashner,,30,TEX,SP,126,,,,,428,,,,,,,
Jason Castro,,29,MIN,C,19,,,,,410,-9.186765564,-1.58876348,-2.004116104,-1.21555157,-2.680236315,-2.388748203,-0.898113373
Luis Cessa,,24,NYY,SP,117,,,,,366,-6.797354057,-3.664022951,-1.179029559,-0.483225038,-1.509721172,-2.385224401,-1.240153887
Jhoulys Chacin,,29,SD,SP,127,,,,,428,,,,,,,
Jesse Chavez,,33,LAA,RP,49,,,,,428,,,,,,,
Robinson Chirinos,,32,TEX,C,32,,,,,428,,,,,,,
Lonnie Chisenhall,,28,CLE,OF,77,,,,,354,-5.961801872,-2.664963058,-0.307896419,-1.461406664,-2.167034102,-1.507313062,-0.518151624
Tony Cingrani,,27,CIN,RP,50,,,,,428,,,,,,,
Steve Cishek,Injury,30,SEA,RP,35,,,,,287,-4.279349034,-0.960079638,-1.708710303,0.190308227,-1.874304766,-0.508305698,-0.378336495
Patrick Corbin,,27,ARI,SP,129,,,,,428,,,,,,,
J.P. Crawford,,22,PHI,SS,33,,,,,428,,,,,,,
Cheslor Cuthbert,,24,KC,3B,36,,,,,400,-8.207884458,-4.887333541,-0.389840721,-1.761609101,-2.748867385,-2.53180684,-0.775760412
Grant Dayton,,29,LAD,RP,51,,,,223,428,,,,,,,
Delino Deshields Jr.,,24,TEX,OF,99,,,,,428,,,,,,,
Rafael Devers,,20,BOS,3B,38,,,,,428,,,,,,,
Alex Dickerson,,26,SD,OF,100,,,,,428,,,,,,,
R.A. Dickey,,42,ATL,SP,96,,,,,285,-4.21699556,-1.083664454,0.087307738,-0.483225038,-0.17387259,-2.151460543,-1.495745126
Derek Dietrich,,27,MIA,2B,35,,,,,428,,,,,,,
Sean Doolittle,,30,OAK,RP,53,,,,,428,,,,,,,
Brett Eibner,,28,LAD,OF,101,,,,,428,,,,,,,
Eduardo Escobar,,28,MIN,SS,30,,,,,415,-9.596853248,-5.968158491,-0.721913358,-2.059130638,-3.210105589,-2.76771078,-0.837992884
Anderson Espinoza,,19,SD,SP,130,,,,,428,,,,,,,
Andre Ethier,,34,LAD,OF,102,,,,,428,,,,,,,
Michael Feliz,,23,HOU,RP,55,,,,,428,,,,,,,
Mike Fiers,,31,HOU,SP,88,,,,,264,-3.812956528,-0.679625422,0.178945831,-0.483225038,-0.220427687,-2.365022602,-0.923227032
Derek Fisher,,19,HOU,OF,103,,,,,428,,,,,,,
Doug Fister,,33,N/A,SP,131,,,,,428,,,,,,,
Wilmer Flores,,25,NYM,3B,32,,,,,360,-6.451680301,-3.131129384,-0.430161954,-0.910736415,-2.384645691,-1.811545673,-0.914590569
Nick Franklin,,26,TB,OF,104,,,,,428,,,,,,,
Adam Frazier,,25,PIT,OF,92,,,,,413,-9.455648788,-6.158809974,0.019841883,-2.827717793,-3.11720779,-3.520868395,-0.009696692
Clint Frazier,,22,NYY,OF,105,,,,,428,,,,,,,
David Freese,,33,PIT,3B,33,,,,,361,-6.474993243,-3.154442326,-0.719526676,-1.323717246,-2.038784473,-1.369468836,-1.023496013
Yovani Gallardo,,31,SEA,SP,119,,,,,377,-7.259141699,-4.125810593,-0.450855732,-0.483225038,-0.976437355,-2.599775466,-2.748848107
Joey Gallo,,23,TEX,DH,15,,,,,386,-7.570650755,-4.659400447,-1.684252533,-1.017164759,-2.345693561,-1.800867419,-0.722672483
Ben Gamel,,24,SEA,OF,90,,,,,409,-9.135443899,-5.838605085,-0.545746524,-2.284551883,-3.144841774,-3.017491237,-0.14281248
Avisail Garcia,,25,CHW,OF,70,,,,,320,-5.082752758,-1.785913944,-0.653964333,-0.770788838,-1.772275913,-1.422879167,-0.462844508
Scooter Gennett,,26,MIL,2B,30,,,,,390,-7.750823082,-4.303725738,-0.293545475,-1.624880162,-2.635355218,-2.65345943,-0.543582797
Kyle Gibson,,29,MIN,SP,132,,,,,428,,,,,,,
Mychal Givens,,26,BAL,RP,56,,,,,428,,,,,,,
Miguel Gonzalez,,32,CHW,SP,134,,,,,428,,,,,,,
Nick Gordon,,21,MIN,SS,34,,,,,428,,,,,,,
Kendall Graveman,,26,OAK,SP,113,,,,,345,-5.812742212,-2.679411106,0.060224214,-0.483225038,-0.561702488,-2.562466862,-2.265572037
Chad Green,,25,NYY,SP,106,,,,,322,-5.1466408,-2.013309694,-0.756708499,-0.483225038,-0.935561687,-1.85335641,-1.117789165
A.J. Griffin,,29,TEX,SP,135,,,,,428,,,,,,,
Jason Grilli,,40,TOR,RP,58,,,,,428,,,,,,,
Robbie Grossman,,27,MIN,DH,14,,,,,381,-7.393994204,-4.482743896,-0.933072045,-1.595034766,-2.200951159,-2.392977787,-0.271958448
Brandon Guyer,,31,CLE,OF,86,,,,,394,-7.958127286,-4.661288472,-0.213961576,-1.883981425,-2.767951929,-2.594758779,-0.497473577
Brad Hand,,27,SD,SP,136,,,,,428,,,,,,,
Alen Hanson,,24,PIT,2B,32,,,,,404,-8.541763873,-5.094666528,-0.791692272,-2.375079534,-3.260318576,-3.243176715,1.128503225
Ian Happ,,22,CHC,OF,106,,,,,428,,,,,,,
J.J. Hardy,,34,BAL,SS,27,,,,,385,-7.52050651,-3.891811753,-1.093696837,-1.170948264,-2.320519488,-1.911849568,-1.023492353
Will Harris,,32,HOU,RP,27,,,,265,232,-3.319269396,0,-1.572940004,-0.062266747,-1.594867068,-0.058036199,-0.031159377
Chase Headley,,32,NYY,3B,26,,,,,328,-5.279156243,-1.958605326,-1.076324165,-0.941131181,-1.464039575,-1.224912169,-0.572749154
Adeiny Hechavarria,,27,MIA,SS,28,,,,,387,-7.58435327,-3.955658513,-0.554031711,-2.275202677,-2.272901462,-1.903367353,-0.578850067
Liam Hendriks,,28,OAK,RP,59,,,,,428,,,,,,,
Aaron Hicks,,27,NYY,OF,85,,,,,393,-7.943796521,-4.646957707,-1.355491229,-1.538621145,-2.309770218,-2.375250721,-0.364663208
Derek Holland,,30,CHW,SP,137,,,,,428,,,,,,,
Brock Holt,,28,BOS,3B,39,,,,,428,,,,,,,
Brent Honeywell,,22,TB,SP,138,,,,,428,,,,,,,
Nick Hundley,,33,SF,C,34,,,,,428,,,,,,,
Drew Hutchison,,26,PIT,SP,139,,,,,428,,,,,,,
Chris Iannetta,,33,ARI,C,35,,,,,428,,,,,,,
Jose Iglesias,,27,DET,SS,21,,,,,363,-6.486823531,-2.858128775,0.02356169,-2.163763303,-2.236342845,-2.002976584,-0.107302489
Jon Jay,,32,CHC,OF,107,,,,,428,,,,,,,
JaCoby Jones,,24,DET,3B,40,,,,,428,,,,,,,
Matt Joyce,,32,OAK,OF,108,,,,,428,,,,,,,
Nate Karns,,29,KC,SP,140,,,,,428,,,,,,,
Hyun-soo Kim,,29,BAL,OF,76,,,,,352,-5.895529739,-2.598690925,0.549367554,-1.418134771,-2.119083146,-2.208371922,-0.699307454
Corey Knebel,,25,MIL,RP,67,,,,,428,,,,,,,
Tom Koehler,,30,MIA,SP,142,,,,,428,,,,,,,
Chad Kuhl,,24,PIT,SP,112,,,,,342,-5.726655491,-2.593324385,-0.739599928,-0.483225038,-1.404312043,-1.904203426,-1.195315056
Brett Lawrie,,27,CHW,2B,36,,,,,428,,,,,,,
Mike Leake,,29,STL,SP,78,,,,,234,-3.343093789,-0.209762683,0.430181942,-0.483225038,-0.429975837,-1.821152419,-1.038922436
Colby Lewis,,37,TEX,SP,143,,,,,428,,,,,,,
Adam Lind,,33,SEA,1B,34,,,,,428,,,,,,,
Rymer Liriano,,25,CHW,OF,110,,,,,428,,,,,,,
Reynaldo Lopez,,23,CHW,SP,144,,,,,428,,,,,,,
Michael Lorenzen,,25,CIN,RP,68,,,,,428,,,,,,,
Jed Lowrie,,32,OAK,2B,33,,,,,408,-9.004910283,-5.557812938,-0.850522918,-1.939638871,-2.768056641,-2.448253999,-0.998437854
Martin Maldonado,,30,LAA,C,36,,,,,428,,,,,,,
Francis Martes,,21,HOU,SP,146,,,,,428,,,,,,,
Jefry Marte,Sleeper,25,LAA,OF,111,,,,,428,,,,,,,
Ketel Marte,,23,ARI,SS,35,,,,,428,,,,,,,
Jorge Mateo,,21,NYY,SS,36,,,,,428,,,,,,,
Trevor May,,27,MIN,RP,71,,,,,428,,,,,,,
Brandon McCarthy,,33,LAD,SP,147,,,,,428,,,,,,,
Jake McGee,,30,COL,RP,72,,,,,428,,,,,,,
Austin Meadows,,21,PIT,OF,113,,,,,428,,,,,,,
Jordy Mercer,,30,PIT,SS,24,,,,,371,-6.952267725,-3.323572968,-0.728910878,-1.497458405,-2.233089907,-1.658585619,-0.834222916
Whit Merrifield,,28,KC,2B,31,,,,,398,-8.167959125,-4.720861781,-0.447371344,-2.362664959,-2.668336193,-3.040830591,0.351243962
Alex Meyer,,27,LAA,SP,148,,,,,428,,,,,,,
Shelby Miller,,26,ARI,SP,108,,,,,327,-5.222407068,-2.089075962,-0.149604736,-0.483225038,-0.35932832,-2.092091977,-2.138156996
Ariel Miranda,,28,SEA,SP,114,,,,,346,-5.842175766,-2.70884466,-1.166531552,-0.483225038,-1.409392004,-1.68440242,-1.098624751
Raul Mondesi,,21,KC,2B,37,,,,,428,,,,,,,
Miguel Montero,,33,CHC,C,28,,,,,425,-11.34653792,-3.748535834,-1.280058892,-1.966703053,-3.892678506,-3.25368224,-0.953415226
Logan Morrison,,29,TB,1B,36,,,,,428,,,,,,,
Charlie Morton,,33,HOU,SP,149,,,,,428,,,,,,,
Steven Moya,,25,DET,OF,114,,,,,428,,,,,,,
Omar Narvaez,,25,CHW,C,38,,,,,428,,,,,,,
Jimmy Nelson,,27,MIL,SP,118,,,,,372,-7.001974099,-3.868642993,-0.667656878,-0.483225038,-0.260248525,-2.820407225,-2.770436434
Juan Nicasio,,30,PIT,SP,94,,,,,280,-4.170465237,-1.037134131,-1.546767309,-0.39903338,-1.277978972,-0.267032115,-0.679653461
Brandon Nimmo,,24,NYM,OF,115,,,,,428,,,,,,,
Peter O'Brien,,26,KC,OF,116,,,,,428,,,,,,,
Darren O'Day,,34,BAL,RP,73,,,,,428,,,,,,,
Paulo Orlando,,31,KC,OF,82,,,,,383,-7.474672072,-4.177833258,-0.168805452,-2.108629962,-2.925622423,-2.50340187,0.231787636
Angel Pagan,,35,N/A,OF,117,,,,,428,,,,,,,
Byung-ho Park,,30,MIN,1B,26,,,,,370,-6.8671169,-4.170321622,-1.450799504,-0.936306862,-1.788440613,-1.977878896,-0.713691024
Jarrett Parker,,28,SF,OF,84,,,,,391,-7.901638459,-4.604799645,-1.565854422,-1.469803017,-2.385167924,-2.044495164,-0.436317932
Gerardo Parra,,29,COL,OF,118,,,,,428,,,,,,,
Wily Peralta,,27,MIL,SP,151,,,,,428,,,,,,,
Luis Perdomo,,32,N/A,SP,152,,,,,428,,,,,,,
Martin Perez,,25,TEX,SP,115,,,,,362,-6.479635056,-3.34630395,0.208747912,-0.483225038,-0.732996872,-2.365495854,-3.106665203
Roberto Perez,,28,CLE,C,29,,,,,426,-11.87958005,-4.28157797,-1.513716533,-2.012968928,-3.819611353,-3.535462823,-0.997820417
Glen Perkins,,34,MIN,RP,75,,,,,428,,,,,,,
Jace Peterson,,26,ATL,2B,34,,,,,416,-9.599305057,-6.152207712,-1.093876134,-2.308186684,-3.03404954,-2.993062372,-0.170130327
Josh Phegley,,29,OAK,C,40,,,,,428,,,,,,,
Kevin Quackenbush,,28,SD,RP,77,,,,,428,,,,,,,
Roman Quinn,,23,PHI,OF,119,,,,,428,,,,,,,
Colby Rasmus,,30,TB,OF,80,,,,,367,-6.81623886,-3.519400046,-2.416482547,-0.259719566,-1.91628409,-1.533021664,-0.690730993
A.J. Reed,,23,HOU,1B,31,,,,,407,-8.910112858,-6.213317581,-0.901494113,-2.012968928,-2.474635226,-2.472307616,-1.048706976
Alex Reyes,Injury,22,STL,SP,153,,,,175,428,,,,,,,
Mark Reynolds,,33,COL,1B,37,,,,,428,,,,,,,
Felipe Rivero,,25,PIT,RP,34,,,,,278,-4.098669646,-0.77940025,-1.635739739,-0.39903338,-1.476347876,-0.133349659,-0.454198992
Victor Robles,,19,WAS,OF,121,,,,,428,,,,,,,
Brendan Rodgers,,20,COL,SS,37,,,,,428,,,,,,,
Sean Rodriguez,,31,ATL,2B,38,,,,,428,,,,,,,
Bruce Rondon,,26,DET,RP,80,,,,,428,,,,,,,
Eddie Rosario,,25,MIN,OF,68,,,,,315,-4.957461616,-1.660622802,-0.545799193,-1.047549385,-1.685861385,-1.511114781,-0.167136872
Trevor Rosenthal,,26,STL,RP,81,,,,,428,,,,,,,
Ryan Rua,,27,TEX,OF,122,,,,,428,,,,,,,
Carlos Ruiz,,38,SEA,C,30,,,,,427,-12.74367656,-5.145674473,-0.867904421,-2.581703774,-4.51913247,-3.933767806,-0.841168087
Hyun-Jin Ryu,,30,LAD,SP,155,,,,,428,,,,,,,
Anibal Sanchez,,33,DET,SP,156,,,,,428,,,,,,,
Hector Santiago,,29,MIN,SP,157,,,,,428,,,,,,,
Luis Sardinas,,23,SD,SS,38,,,,,428,,,,,,,
Scott Schebler,,26,CIN,OF,59,,,,,255,-3.681806492,-0.384967678,-1.028455357,-0.529023723,-1.050300014,-0.769898596,-0.304128802
James Shields,,35,CHW,SP,158,,,,,428,,,,,,,
Kevin Siegrist,,27,STL,RP,82,,,,,428,,,,,,,
Andrelton Simmons,,27,LAA,SS,20,,,,,348,-5.857953492,-2.229258735,-0.206738801,-2.046556206,-1.80055334,-1.526051553,-0.278053593
Dominic Smith,,21,NYM,1B,38,,,,,428,,,,,,,
Mallex Smith,,23,TB,OF,89,,,,,401,-8.237366024,-4.94052721,-0.94336234,-2.558555266,-3.060950124,-3.55273791,1.878239616
Seth Smith,,34,BAL,OF,72,,,,,335,-5.509735224,-2.212896409,-0.659707663,-0.885270491,-1.583595254,-1.357062775,-1.02409904
Justin Smoak,,30,TOR,1B,30,,,,,397,-8.141339386,-5.444544109,-1.670071598,-0.8134261,-2.691601458,-1.952964275,-1.013275955
Joakim Soria,,32,KC,RP,83,,,,,428,,,,,,,
Geovany Soto,,34,CHW,C,41,,,,,428,,,,,,,
Cory Spangenberg,,26,SD,2B,40,,,,,428,,,,,,,
Brock Stewart,,25,LAD,SP,160,,,,,428,,,,,,,
Drew Storen,,29,CIN,RP,84,,,,,428,,,,,,,
Matt Strahm,,25,KC,RP,22,,,,,189,-2.456449979,0.862819417,-1.2917771,-0.39903338,-0.377631222,0.300681486,-0.688689763
Hunter Strickland,,28,SF,RP,29,,,,,239,-3.448670411,-0.129401015,-1.570308237,-0.314841722,-1.671719626,0.05903747,0.049161704
Pedro Strop,,31,CHC,RP,33,,,,242,275,-4.049916832,-0.730647436,-1.659227489,-0.483225038,-1.751186229,-0.16926773,0.012989654
Andrew Susac,,27,MIL,C,42,,,,,428,,,,,,,
Kurt Suzuki,,33,ATL,C,43,,,,,428,,,,,,,
Michael Taylor,,26,WAS,OF,125,,,,,428,,,,,,,
Trayce Thompson,,26,LAD,OF,126,,,,,428,,,,,,,
Carlos Torres,,34,MIL,RP,86,,,,,428,,,,,,,
Koji Uehara,,41,CHC,RP,87,,,,219,428,,,,,,,
Chase Utley,,38,LAD,2B,41,,,,,428,,,,,,,
Luis Valbuena,,31,LAA,3B,34,,,,,369,-6.840772636,-3.520221718,-1.676566958,-0.778425452,-1.866703814,-1.614394917,-0.904681495
Jason Vargas,,34,KC,SP,162,,,,,428,,,,,,,
Kennys Vargas,,26,MIN,DH,12,,,,,316,-4.961794461,-2.050544153,-1.16489514,-0.202415894,-1.705811798,-0.86634131,-1.022330319
Christian Vazquez,,26,BOS,C,44,,,,,428,,,,,,,
Yordano Ventura,,25,N/A,SP,163,,,,,428,,,,,,,
Dan Vogelbach,,24,SEA,1B,28,,,,,375,-7.204717045,-4.507921768,-1.119023264,-1.650858321,-1.834053693,-1.66148234,-0.939299428
Forrest Wall,,21,COL,2B,42,,,,,428,,,,,,,
Jesse Winker,,23,CIN,OF,127,,,,,428,,,,,,,
Matt Wisler,,24,ATL,SP,116,,,,,365,-6.717485163,-3.584154057,-0.863857794,-0.483225038,-1.256966775,-2.612725709,-1.500709846
Tony Wolters,,24,COL,C,45,,,,,428,,,,,,,
Alex Wood,Sleeper,26,LAD,RP,89,,,,,428,,,,,,,
David Wright,Injury,34,NYM,3B,37,,,,,423,-10.73743631,-7.416885394,-0.72508479,-2.465607186,-3.50948428,-3.388867741,-0.648392315
Bradley Zimmer,,24,CLE,OF,128,,,,,428,,,,,,,
